GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo
GetBattleInfo, RotateLeft45, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, Shoot, GetBattleInfo, GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, RotateRight90, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo
GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, RotateLeft90, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, MoveForward, GetBattleInfo
GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, MoveForward, GetBattleInfo
GetBattleInfo, RotateRight45, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, RotateLeft90, GetBattleInfo
GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, RotateRight90, GetBattleInfo, GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, MoveForward, GetBattleInfo
GetBattleInfo, RotateRight45, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, RotateLeft90, GetBattleInfo, GetBattleInfo, GetBattleInfo (killed), GetBattleInfo, GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, GetBattleInfo (killed), GetBattleInfo
GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, Shoot, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, RotateRight45, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, RotateLeft45, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, MoveForward (killed), GetBattleInfo, GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, MoveForward (killed), GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, RotateLeft90, GetBattleInfo, GetBattleInfo, GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, RotateRight90, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, Shoot, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, RotateRight45, GetBattleInfo, GetBattleInfo, RotateRight90, GetBattleInfo, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, RotateRight90, GetBattleInfo, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, RotateRight45, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, RotateRight45, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, RotateRight45, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, RotateLeft45, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, Shoot, GetBattleInfo, GetBattleInfo, RotateRight90, GetBattleInfo, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, RotateLeft45, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, RotateRight90 (killed), GetBattleInfo, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, RotateLeft90, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, RotateLeft45, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, RotateLeft45, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, RotateRight90, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, RotateRight45, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, Shoot, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo (killed), GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, RotateRight45, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, RotateLeft45, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, RotateLeft90, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, RotateRight45, MoveForward, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, RotateRight90, MoveForward, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, RotateLeft45, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, RotateRight90, killed, GetBattleInfo
GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, RotateLeft90, RotateLeft90, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, MoveForward, killed, GetBattleInfo
GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, MoveForward, MoveForward, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, MoveForward, killed, GetBattleInfo
GetBattleInfo, RotateLeft90, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, RotateRight45, killed, GetBattleInfo, GetBattleInfo, RotateRight45, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, MoveForward, killed, GetBattleInfo
GetBattleInfo, Shoot, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, MoveForward, killed, GetBattleInfo, RotateRight90 (killed), MoveForward, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, RotateLeft45, killed, GetBattleInfo
GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, MoveForward, killed, GetBattleInfo, killed, RotateRight45, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, RotateRight90, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, MoveForward, killed, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, MoveForward, killed, GetBattleInfo
GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, MoveForward, killed, GetBattleInfo, killed, RotateRight45, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, MoveForward, killed, GetBattleInfo
GetBattleInfo, RotateRight45, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, RotateRight90, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, RotateLeft90, killed, GetBattleInfo
GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, RotateRight90, killed, GetBattleInfo, killed, MoveForward, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, MoveForward, killed, GetBattleInfo
GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, RotateRight90, killed, GetBattleInfo, killed, RotateLeft45, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, RotateRight45, killed, GetBattleInfo
GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, MoveForward, killed, GetBattleInfo, killed, MoveForward, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, killed, killed, RotateLeft90, RotateRight90, killed, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, killed, killed, MoveForward, MoveForward, killed, GetBattleInfo, killed, MoveForward, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, RotateLeft90, killed, GetBattleInfo
GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, killed, killed, RotateRight45, GetBattleInfo, killed, RotateRight45, killed, MoveForward, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, MoveForward, killed, GetBattleInfo
GetBattleInfo, RotateRight45, GetBattleInfo, GetBattleInfo, killed, killed, MoveForward (killed), RotateLeft45, killed, MoveForward (killed), killed, RotateLeft90, GetBattleInfo, RotateRight45, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, MoveForward, killed, GetBattleInfo
GetBattleInfo, Shoot, GetBattleInfo, RotateLeft90, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, GetBattleInfo, MoveForward, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, MoveForward, killed, GetBattleInfo
GetBattleInfo, GetBattleInfo, GetBattleInfo (killed), RotateLeft45, killed, killed, killed, RotateRight45, killed, killed, killed, GetBattleInfo, GetBattleInfo, MoveForward, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, RotateRight45, killed, GetBattleInfo
GetBattleInfo, RotateLeft45, killed, MoveForward, killed, killed, killed, MoveForward, killed, killed, killed, RotateLeft45, GetBattleInfo, MoveForward, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, MoveForward, killed, RotateRight90, killed, killed, killed, MoveForward (killed), killed, killed, killed, Shoot, GetBattleInfo, MoveForward (killed), killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo
GetBattleInfo, RotateRight45, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, GetBattleInfo (killed), killed, GetBattleInfo
GetBattleInfo, MoveForward (killed), killed, MoveForward (killed), killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, RotateLeft90, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, RotateLeft45, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, RotateLeft90, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, RotateLeft45, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, RotateLeft45, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, RotateLeft90, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, RotateRight90, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, Shoot, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, GetBattleInfo (killed), killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, killed, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, Shoot, GetBattleInfo, killed, killed, GetBattleInfo, killed, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, killed, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, killed, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, Shoot, GetBattleInfo, killed, killed, GetBattleInfo, killed, killed, GetBattleInfo, killed, killed, GetBattleInfo
